dmf_no,dmf_submit_date,dmf_holder,dmf_subject,year,month
16320,29-Jan-03,DR REDDYS LABORATORIES LTD,ONDANSETRON ,2003,1
16323,3-Dec-02,SUN CHEMICAL CO LTD,"BENZYL (3S)-1,2,3,4-TETRAHYDROISOQUINOLINE-3-CARBOXYLATE P-TOLUENESULFONIC ACID SALT",2002,12
16324,18-Dec-02,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,EPIRUBICIN HYDROCHLORIDE,2002,12
16327,23-Dec-02,5N PLUS LUBECK GMBH,BISMUTH SUBSALICYLATE SG,2002,12
16330,29-Jan-03,DR REDDYS LABORATORIES LTD,CARVEDILOL FORM-2,2003,1
16331,20-Dec-02,CHATTEM CHEMICALS INC,"METHYLPHENIDATE HYDROCHLORIDE, USP",2002,12
16334,20-Dec-02,HOVIONE FARMACIENCIA SA,FLUTICASONE PROPIONATE,2002,12
16339,26-Dec-02,TARO PHARMACEUTICAL INDUSTRIES LTD,OXCARBAZEPINE MICRONIZED,2002,12
16344,20-Dec-02,CHEMPACIFIC CORP,NOREPINEPHRINE BITARTRATE,2002,12
16345,20-Dec-02,THE ANDHRA SUGARS LTD,ASPIRIN USP,2002,12
16351,6-Dec-02,RHODES TECHNOLOGIES,HYDROMORPHONE HYDROCHLORIDE USP,2002,12
16352,2-Jan-03,ERREGIERRE SPA,CICLOPIROX OLAMINE USP-PH.EUR.,2003,1
16353,30-Dec-02,ERREGIERRE SPA,CICLOPIROX USP-EP,2002,12
16357,23-Jan-03,CHONGQING CARELIFE PHARMACEUTICAL CO LTD,CLINDAMYCIN PHOSPHATE USP,2003,1
16369,21-Jan-03,SOLARA A PHARMA SCIENCES LTD,"ISRADIPINE, USP ",2003,1
16371,20-Jan-03,NEULAND LABORATORIES LTD,ALBUTEROL SULFATE USP,2003,1
16374,21-Jan-03,PHYTON BIOTECH LLC,SEMI-SYNTHETIC PACLITAXEL API,2003,1
16379,23-Jan-03,ZHEJIANG JIUZHOU PHARMACEUTICAL CO LTD,SULFADIMETHOXINE SODIUM ,2003,1
16390,30-Jan-03,SANDOZ INDUSTRIAL PRODUCTS SA,AZITHROMYCIN MONOHYDRATE (NON-STERILE BULK),2003,1
16398,29-Jan-03,UNICHEM LABORATORIES LTD,BISOPROLOL FUMARATE USP,2003,1
16399,3-Feb-03,RHODES TECHNOLOGIES,OXYCODONE HYDROCHLORIDE ,2003,2
16400,31-Jan-03,AIRGAS USA LLC,PERFLUOROPROPANE (OCTOFLUROPROPANE) GAS,2003,1
16402,3-Feb-03,CATALENT PHARMA SOLUTIONS LLC,ZEMPLAR (PARICALCITOL) 2 & 4 MCG CAPSULES,2003,2
16404,3-Feb-03,GEDEON RICHTER PLC,NORELGESTROMIN USP,2003,2
16406,20-Jan-03,BIOCON LTD,MYCOPHENOLATE MOFETIL,2003,1
16409,23-Apr-03,MYLAN LABORATORIES LTD,ALLOPURINOL USP ,2003,4
16414,7-Feb-03,SENJU PHARMACEUTICAL CO LTD,BROENAC SODIUM,2003,2
16418,4-Feb-03,FILTROX AG,DEPTH FILTER SHEETS,2003,2
16419,29-Jan-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,BUPRENORPHINE HYDROCHLORIDE,2003,1
16423,12-Feb-03,STERLING SPA,FLUTICASONE PROPIONATE,2003,2
16425,17-Feb-03,PHARMAZELL GMBH,BALSALAZIDE DISODIUM,2003,2
16427,21-Jan-03,CKD BIO CORP,CLAVULANATE POTASSIUM,2003,1
16428,13-Feb-03,INDUSTRIALE CHIMICA SRL,PHENTOLAMINE MESILATE USP,2003,2
16430,11-Mar-03,JUBILANT GENERICS LTD,OXCARBAZEPINE USP,2003,3
16439,19-Feb-03,CORDEN PHARMA BOULDER INC,PACLITAXEL DRUG SUBSTANCE ,2003,2
16440,25-Feb-03,CHEMWERTH INC,ANAGRELIDE HYDROCHLORIDE MONOHYDRATE,2003,2
16451,7-Mar-03,ACS DOBFAR SPA, AMPICILLIN AND SULBACTAM (STERILE BULK),2003,3
16452,7-Mar-03,ACS DOBFAR SPA,SULBACTAM SODIUM USP ( STERILE BULK),2003,3
16459,10-Mar-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,TRAZODONE HYDROCHLORIDE USP,2003,3
16467,12-Mar-03,SANDOZ GMBH,CEFTRIAXONE SODIUM (STERILE) ,2003,3
16469,18-Mar-03,ORGAPHARM SAS,ARTICAINE HYDROCHLORIDE DRUG SUBSTANCE,2003,3
16472,19-Mar-03,UNION QUIMICO FARMACEUTICA SA,ALLOPURINOL,2003,3
16473,19-Mar-03,DR REDDYS LABORATORIES LTD,AMLODIPINE BESILATE USP,2003,3
16476,13-Mar-03,HIKAL LTD,BUPROPION HYDROCHLORIDE USP,2003,3
16477,21-Mar-03,ALEMBIC PHARMACEUTICALS LTD,MODAFINIL USP,2003,3
16480,24-Mar-03,DR REDDYS LABORATORIES LTD,LAMOTRIGINE,2003,3
16481,24-Mar-03,ALCAMI WISCONSIN CORP,MIDODRINE HYDROCHLORIDE USP,2003,3
16483,25-Mar-03,CHEMWERTH INC,SODIUM TETRADECYL SULFATE (STDS)(NON-STERILE BULK DRUG SUBSTANCE),2003,3
16490,28-Mar-03,AUROBINDO PHARMA LTD,MIRTAZAPINE ANHYDROUS USP,2003,3
16491,20-Mar-03,WANBURY LTD,MEFENAMIC ACID USP,2003,3
16492,26-Mar-03,FARMABIOS SPA,FLURANDRENOLIDE,2003,3
16505,22-Apr-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,NITROFURANTOIN MONOHYDRATE USP,2003,4
16509,1-Apr-03,UNICHEM LABORATORIES LTD,AMLODIPINE BESILATE USP,2003,4
16510,21-Mar-03,HETERO DRUGS LTD,LISINOPRIL ,2003,3
16511,26-Mar-03,GEDEON RICHTER PLC,TERBINAFINE HYDROCHLORIDE USP,2003,3
16517,8-Apr-03,JUBILANT GENERICS LTD,RISPERIDONE-USP,2003,4
16518,8-Apr-03,IND SWIFT LABORATORIES LTD,CLARITHROMYCIN,2003,4
16521,7-Apr-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,LEVOFLOXACIN,2003,4
16522,27-Feb-03,TRIFARMA SPA,TRANYLCYPROMINE SULFATE,2003,2
16531,30-Mar-03,CADILA HEALTHCARE LTD,ANAGRELIDE HYDROCHLORIDE USP,2003,3
16532,1-Apr-03,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,SULBACTAM SODIUM USP,2003,4
16533,21-Mar-03,DR REDDYS LABORATORIES LTD,TOPIRAMATE USP,2003,3
16534,21-Mar-03,DR REDDYS LABORATORIES LTD,SUMATRIPTAN SUCCINATE,2003,3
16535,6-Feb-03,DEAD SEA WORKS LTD,POTASSIUM CHLORIDE,2003,2
16544,23-Apr-03,MYLAN LABORATORIES LTD,CIPROFLOXACIN HYDROCHLORIDE USP ,2003,4
16553,29-Apr-03,CIPLA LTD,CITALOPRAM HYDROBROMIDE USP,2003,4
16558,28-Apr-03,SCI PHARMTECH INC,VALPROIC ACID,2003,4
16560,23-Apr-03,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,GRANISETRON HYDROCHLORIDE USP,2003,4
16562,23-Apr-03,SUN PHARMACEUTICAL INDUSTRIES LTD,ONDANSETRON HYDROCHLORIDE USP ,2003,4
16567,29-Apr-03,SPECGX LLC,DEXTROAMPHETAMINE BASE ,2003,4
16569,18-Jun-03,CATALENT MICRON TECHNOLOGIES LTD,"CONTRACT MICRONIZATION FACILITY IN KENT, UNITED KINGDOM",2003,6
16578,7-May-03,CHEMISCHE FABRIK BERG GMBH,PROPYLTHIOURACIL USP,2003,5
16579,9-May-03,NATIONAL INSTITUTES HEALTH NATIONAL INSTITUTE DRUG ABUSE,COCAINE HYDROCHLORIDE INJECTABLES,2003,5
16582,12-May-03,CHEMWERTH INC,FENOLDOPAM MESYLATE (NON-STERILE BULK DRUG SUBSTANCE),2003,5
16588,15-May-03,EUTICALS SPA,OXCARBAZEPINE,2003,5
16589,13-May-03,ARCHIMICA SPA,SUCRALFATE,2003,5
16594,14-May-03,DR REDDYS LABORATORIES LTD,ROSIGLITAZONE MALEATE USP (FORM III),2003,5
16597,15-May-03,FIS FABBRICA ITALIANA SINTETICI SPA,OXCARBAZEPINE,2003,5
16598,22-May-03,CEDARBURG PHARMACEUTICALS INC,OXANDROLONE USP,2003,5
16601,21-May-03,PCAS,APRACLONIDINE HYDROCHLORIDE,2003,5
16604,22-May-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,RISEDRONATE SODIUM,2003,5
16605,26-May-03,PIRAMAL ENTERPRISES LTD,VERAPAMIL HYDROCHLORIDE,2003,5
16606,21-May-03,DYNAMIT NOBEL GMBH EXPLOSIVSTOFF UND SYSTEMTECHNIK,CICLESONIDE,2003,5
16608,2-Jun-03,AVANTI POLAR LIPIDS INC,L-THREO-DIHYDROSPHINGOSINE (SAFINGOL),2003,6
16609,2-Jun-03,AVANTI POLAR LIPIDS INC,"1,2-DIOLEOYL-3-TRIMETHYLAMMONIUM PROPANE (CHLORIDE SALT) (DOTAP•CL) (770890)",2003,6
16610,20-May-03,CAMBREX CHARLES CITY INC,METHYLPHENIDATE HYDROCHLORIDE (RITALIN HCL),2003,5
16614,22-May-03,PHOSPHOLIPID GMBH,"PHOSPHOLIPON 90 G (1,2-DIACYL-SN-GLYCERO-3-PHOSPHOCHOLINE)",2003,5
16621,19-Jun-03,MOEHS IBERICA SL,METOPROLOL SUCCINATE,2003,6
16623,3-Jun-03,ABX ADVANCED BIOCHEMICAL COMPOUNDS GMBH,TATM,2003,6
16625,6-Jun-03,GRANULES INDIA LTD,METFORMIN HYDROCHLORIDE USP,2003,6
16628,3-Jun-03,INKE SA,FORMOTEROL FUMARATE,2003,6
16632,12-Jun-03,FDC LTD,FLUCONAZOLE,2003,6
16635,11-Jun-03,BIOCON LTD,PIOGLITAZONE HYDROCHLORIDE USP,2003,6
16636,12-Jun-03,CIPLA LTD,ESCITALOPRAM OXALATE USP,2003,6
16639,12-Jun-03,EMMAUS MEDICAL INC,GLUTAMINE PACKETS (ORAL) ,2003,6
16641,4-Jun-03,ASH STEVENS INC,DIMETHANDROLONE UNDECANOATE (CDB-4521C) ,2003,6
16644,11-Jun-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,ONDANSETRON BASE,2003,6
16645,15-Jun-03,WAVELENGTH ENTERPRISES LTD,CILOSTAZOL,2003,6
16647,10-Jun-03,NEULAND LABORATORIES LTD,RAMIPRIL USP ,2003,6
16648,16-Jun-03,STERLING SPA,MOMETASONE FUROATE,2003,6
16650,16-Jun-03,WOCKHARDT LTD,STERILE CEFTRIAXONE SODIUM USP,2003,6
16658,24-Jun-03,DR REDDYS LABORATORIES LTD,LEVOFLOXACIN HEMIHYDRATE USP,2003,6
16659,19-Jun-03,HIKMA PHARMACEUTICALS LLC,"CORTISONE ACETATE, USP (MICRONIZED)",2003,6
16664,20-Jun-03,SUN PHARMACEUTICAL INDUSTRIES LTD,CARBOPLATIN USP ,2003,6
16668,26-Jun-03,SANDOZ PRIVATE LTD,CLOFAZIMINE,2003,6
16671,30-Jun-03,CIPLA LTD,CELECOXIB USP,2003,6
16672,30-Jun-03,CIPLA LTD,PIOGLITAZONE HYDROCHLORIDE USP,2003,6
16676,30-Jun-03,SCINOPHARM TAIWAN LTD,PACLITAXEL USP,2003,6
16677,30-Jun-03,CIPLA LTD,ZIDOVUDINE USP,2003,6
16678,30-Jun-03,CIPLA LTD,ALBUTEROL SULFATE USP,2003,6
16680,27-Jun-03,CADILA HEALTHCARE LTD,PAROXETINE HYDROCHLORIDE USP (HEMIHYDRATE) ,2003,6
16683,3-Jul-03,CORDEN PHARMA CHENOVE,TETRABENAZINE,2003,7
16684,8-Jul-03,USV PRIVATE LTD,PIOGLITAZONE HYDROCHLORIDE,2003,7
16686,8-Jul-03,ESTEVE QUIMICA SA,MELOXICAM ,2003,7
16688,8-Jul-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,PIOGLITAZONE HYDROCHLORIDE,2003,7
16696,7-Jul-03,INDUSTRIALE CHIMICA SRL,LEVONORGESTREL USP,2003,7
16699,11-Jul-03,SIEGFRIED EVIONNAZ SA,LEVONORDEFRIN,2003,7
16701,8-Jul-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,PACLITAXEL,2003,7
16707,7-Jul-03,IPCA LABORATORIES LTD,HYDROCHLOROTHIAZIDE USP,2003,7
16710,15-Jul-03,HIKAL LTD,ONDANSETRON HYDROCHLORIDE USP,2003,7
16713,18-Jul-03,USV PRIVATE LTD,GLIMEPIRIDE USP,2003,7
16722,24-Jul-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,CILOSTAZOL USP,2003,7
16725,29-Jul-03,AVANTI POLAR LIPIDS INC,1-PALMITOYL-2-OLEOYL-SN-GLYCERO-3-PHOSPHOCHOLINE (POPC) (770557),2003,7
16730,29-Jul-03,UNIQUE CHEMICALS (A DIV OF J B CHEMICALS AND PHARMACEUTICALS LTD),NIFEDIPINE USP,2003,7
16734,31-Jul-03,INTERQUIM SA DE CV,TIAMULIN HYDROGEN FUMARATE,2003,7
16735,25-Jul-03,FARMHISPANIA SA,QUINAPRIL HYDROCHLORIDE,2003,7
16736,28-Jul-03,MEDICHEM SA,GLIMEPIRIDE ,2003,7
16737,31-Jul-03,CU CHEMIE UETIKON GMBH,S-KETAMINE HYDROCHLORIDE ,2003,7
16742,25-Jul-03,PFANSTIEHL INC,ADIPIC ACID BIS (N-HYDROXYSUCCINIMIDE) ESTER (A-163-1),2003,7
16747,4-Aug-03,DR REDDYS LABORATORIES LTD,RABEPRAZOLE SODIUM HYDRATE (FORM Y) USP,2003,8
16750,8-Aug-03,CHANGZHOU PHARMACEUTICAL FACTORY,HYDROCHLOROTHIAZIDE,2003,8
16759,13-Aug-03,LANXESS CORP,PREVENTOL SB,2003,8
16760,13-Aug-03,BACHEM AMERICAS INC,OCTREOTIDE ACETATE USP,2003,8
16768,18-Aug-03,FORMOSA LABORATORIES INC,APRACLONIDINE HYDROCHLORIDE,2003,8
16769,18-Aug-03,FORMOSA LABORATORIES INC,CAPSAICIN,2003,8
16771,15-Aug-03,JOHNSON MATTHEY PHARMA SERVICES,CLEVIDIPINE,2003,8
16772,19-Aug-03,NOVARTIS PHARMA AG,NAFTIFINE HYDROCHLORIDE,2003,8
16786,4-Sep-03,CADILA PHARMACEUTICALS LTD,ONDANSETRON HYDROCHLORIDE USP,2003,9
16787,27-Aug-03,GLENMARK LIFE SCIENCES LTD,AMIODARONE HYDROCHLORIDE USP,2003,8
16789,25-Aug-03,ZHEJIANG CHIRAL MEDICINE CHEMICALS CO LTD,ETODOLAC,2003,8
16793,28-Aug-03,WOCKHARDT LTD,PIOGLITAZONE HYDROCHLORIDE,2003,8
16795,15-Aug-03,BAYER AG,TESTOSTERONE UNDECANOATE,2003,8
16801,8-Aug-03,CYALUME SPECIALTY PRODUCTS INC,"METHENAMINE HIPPURATE, USP",2003,8
16803,3-Sep-03,ICE SPA,URSODIOL ,2003,9
16807,27-Aug-03,ZHEJIANG HISUN PHARMACEUTICAL CO LTD,FLUDARABINE PHOSPHATE USP,2003,8
16808,29-Aug-03,NOF CORP,DIOLEOYL PHOSPHATIDYLCHOLINE ,2003,8
16809,15-Aug-03,BAYER AG,TESTOSTERONE UNDECANOATE 750 MG I.M.,2003,8
16812,28-Aug-03,ALCAMI WISCONSIN CORP,FP-043 ,2003,8
16813,3-Sep-03,POLYPEPTIDE SA,DESMOPRESSIN (ACETATE) (CODE SF278),2003,9
16815,28-Aug-03,ZHEJIANG HISOAR PHARMACEUTICAL CO LTD,CLINDAMYCIN HYDROCHLORIDE,2003,8
16817,3-Sep-03,DIVIS LABORATORIES LTD,SULPHAZINE,2003,9
16818,26-Aug-03,KUMAR ORGANIC PRODUCTS LTD,TRICLOSAN,2003,8
16833,12-Sep-03,ASTELLAS PHARMA INC,TACROLIMUS (FK506) DRUG SUBSTANCE,2003,9
16838,5-Sep-03,CHONGQING CARELIFE PHARMACEUTICAL CO LTD,GRANISETRON HYDROCHLORIDE USP NON-STERILE BULK DRUG SUBSTANCE,2003,9
16841,15-Sep-03,YUHAN CHEMICAL INC,PIPERACILLIN MONOHYDRATE,2003,9
16843,15-Sep-03,IRVINE SCIENTIFIC SALES CO,IS CHO-CD (P) PRODUCT #94111,2003,9
16845,10-Oct-03,OLON SPA,TENIPOSIDE,2003,10
16850,19-Sep-03,AUROBINDO PHARMA LTD,CITALOPRAM HYDROBROMIDE USP,2003,9
16856,22-Sep-03,WAVELENGTH ENTERPRISES LTD,HALOBETASOL PROPIONATE,2003,9
16857,12-Sep-03,LUPIN LTD,BENAZEPRIL HYDROCHLORIDE,2003,9
16861,23-Sep-03,STERLING SPA,HALOBETASOL PROPIONATE,2003,9
16863,24-Sep-03,TARO PHARMACEUTICAL INDUSTRIES LTD,ESMOLOL HYDROCHLORIDE,2003,9
16871,29-Sep-03,CRYSTAL PHARMA SAU,ALCLOMETASONE DIPROPIONATE,2003,9
16872,26-Sep-03,CAMBREX CHARLES CITY INC,FENTANYL ,2003,9
16873,25-Sep-03,SOURCETECH QUIMICA LTDA,PILOCARPINE HYDROCHLORIDE,2003,9
16876,2-Oct-03,GLENMARK LIFE SCIENCES LTD,CILOSTAZOL USP,2003,10
16877,30-Sep-03,EMD MILLIPORE CORP,MILLIPORE EXPRESS® MEMBRANE AND FILTERS,2003,9
16890,1-Oct-03,CHEMWERTH INC,SIROLIMUS,2003,10
16894,5-Oct-03,DIVIS LABORATORIES LTD,LEVETIRACETAM ,2003,10
16896,6-Oct-03,PFANSTIEHL INC,CYTARABINE USP,2003,10
16902,10-Oct-03,DR REDDYS LABORATORIES LTD,RISPERIDONE FORM-1 USP,2003,10
16904,16-Oct-03,PIRAMAL ENTERPRISES LTD,LEVOBUNOLOL HYDROCHLORIDE,2003,10
16910,16-Oct-03,LABORATORIOS HAYMANN SA,"NICOTINE POLACRILEX USP , 20%",2003,10
16911,13-Sep-03,CADILA PHARMACEUTICALS LTD,AMLODIPINE BESYLATE USP,2003,9
16916,21-Oct-03,CIPLA LTD,CARBOPLATIN USP,2003,10
16918,19-Oct-03,DIVI'S LABOTATORIES LTD,PHENYLEPHRINE HYDROCHLORIDE USP ,2003,10
16919,21-Oct-03,CHONGQING CARELIFE PHARMACEUTICAL CO LTD,VENLAFAXINE HYDROCHLORIDE USP (NON-STERILE BULK DRUG SUBSTANCE),2003,10
16922,21-Oct-03,CIPLA LTD,LEVOFLOXACIN HEMIHYDRATE USP,2003,10
16923,11-Mar-05,HOSPIRA BOULDER INC,10-DEACETYL BACCATIN III,2005,3
16926,17-Oct-03,RANKE QUIMICA SA,LAS 34273,2003,10
16929,6-Oct-03,UNICHEM LABORATORIES LTD,CLONIDINE HYDROCHLORIDE USP,2003,10
16930,23-Oct-03,NATCO PHARMA LTD,SUMATRIPTAN SUCCINATE,2003,10
16932,28-Oct-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,BUDESONIDE ,2003,10
16936,30-Oct-03,ALCAMI WISCONSIN CORP,FP-039,2003,10
16946,7-Nov-03,BASF SE,POLYETHYLENE GLYCOLS,2003,11
16947,7-Nov-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,DESMOPRESSIN ACETATE USP,2003,11
16949,10-Nov-03,OLON SPA,HALOPERIDOL DECANOATE,2003,11
16950,14-Nov-03,CENTRIENT PHARMACEUTICALS NETHERLANDS BV,AMOXICILLIN TRIHYDRATE (PURIMOX®),2003,11
16951,3-Nov-03,UNION QUIMICO FARMACEUTICA SA (UQUIFA SA),NIMODIPINE (MICRONIZED) ,2003,11
16952,11-Nov-03,JOHNSON MATTHEY INC,OXALIPLATIN,2003,11
16953,13-Nov-03,HOVIONE FARMACIENCIA SA,HALOBETASOL PROPIONATE ,2003,11
16958,14-Nov-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,CALCIPOTRIENE USP,2003,11
16960,14-Nov-03,MEDTRONIC VASCULAR GALWAY UNLTD CO,ZOTAROLIMUS,2003,11
16961,18-Nov-03,MYLAN LABORATORIES LTD,CITALOPRAM HYDROBROMIDE USP,2003,11
16962,17-Nov-03,ZAKLADY FARMACEUTYCZNE POLPHARMA SA,SODIUM ALENDRONATE,2003,11
16963,17-Nov-03,CIPLA LTD,RISPERIDONE USP,2003,11
16966,17-Nov-03,DR REDDYS LABORATORIES LTD,LEVETIRACETAM,2003,11
16967,17-Nov-03,VIFOR INTERNATIONAL INC,VIT-45 POWDER,2003,11
16972,13-Nov-03,AMSA SPA,GLYCOPYRROLATE,2003,11
16974,20-Nov-03,CATALENT PHARMA SOLUTIONS LLC,CALCITRIOL 0.25 MCG SOFT GELATIN CAPSULES,2003,11
16976,25-Nov-03,TARO PHARMACEUTICAL INDUSTRIES LTD,ONDANSETRON HYDROCHLORIDE USP,2003,11
16977,21-Nov-03,CHENG FONG CHEMICAL CO LTD,PSEUDOEPHEDRINE HYDROCHLORIDE ,2003,11
16978,19-Nov-03,CATALENT PHARMA SOLUTIONS LLC,RISPERIDONE 0.5 MG AND 1.0 MG ORALLY DISINTEGRATING TABLETS,2003,11
16983,26-Nov-03,DR REDDYS LABORATORIES LTD,GLIMEPIRIDE USP,2003,11
16984,25-Nov-03,BIORESPONSE LLC,BIORESPONSE-DIINOLYLMETHANE (PG) (SPRAY DRIED DIINDOLYLMETHANE) AND BIORESPONSE-DIM (PG) CAPSULES (75 MG DIINDOLYLMETHANE),2003,11
16987,14-Nov-03,NOF CORP,POPC (FN) (1-PALMITOYL-2-OLEOYL PHOSPHATIDYLCHOLINE),2003,11
16988,14-Nov-03,NOF CORP,POPC(ST) (1-PALMITOYL-2-OLEOYL PHOSPHATIDYLCHOLINE),2003,11
16992,17-Nov-03,EXCELLA GMBH AND CO KG,GANCICLOVIR SODIUM,2003,11
16993,1-Dec-03,AUROBINDO PHARMA LTD,METFORMIN HYDROCHLORIDE USP,2003,12
16995,3-Dec-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,TOLTERODINE TARTRATE,2003,12
16996,3-Dec-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,LOSARTAN POTASSIUM,2003,12
16997,30-Oct-03,BACHEM AG,HISTRELIN ACETATE,2003,10
16998,1-Dec-03,INTERPHARMA PRAHA AS,DIINDOLYLMETHANE DRUG SUBSTANCE,2003,12
16999,2-Dec-03,DR REDDYS LABORATORIES LTD,MOXIFLOXACIN HYDROCHLORIDE USP,2003,12
17001,1-Dec-03,OLON SPA,ACITRETIN,2003,12
17004,8-Dec-03,HENGSHUI JIHENG PHARMACEUTICAL CO LTD,FOLIC ACID,2003,12
17007,1-Dec-03,PCAS,CICLOPIROX ,2003,12
17008,5-Dec-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,BICALUTAMIDE,2003,12
17009,5-Dec-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,CLOPIDOGREL BISULFATE USP,2003,12
17012,2-Dec-03,DR REDDYS LABORATORIES LTD,GATIFLOXACIN ANHYDROUS   ,2003,12
17013,10-Dec-03,MYLAN LABORATORIES LTD,GATIFLOXACIN,2003,12
17016,26-Nov-03,TIANJIN TIANYAO PHARMACEUTICALS CO LTD,BETAMETHASONE USP,2003,11
17018,11-Dec-03,CIPLA LTD,TOLTERODINE TARTRATE USP,2003,12
17019,10-Dec-03,MEDICHEM SA,METOPROLOL SUCCINATE ,2003,12
17023,11-Dec-03,APOTEX PHARMACHEM INC,PRAVASTATIN SODIUM,2003,12
17030,10-Dec-03,EVERLIGHT CHEMICAL INDUSTRIAL CORP,FELODIPINE,2003,12
17031,19-Dec-03,TEVA PHARMACEUTICAL INDUSTRIES LTD,PREDNICARBATE DRUG SUBSTANCE,2003,12
17032,17-Dec-03,CIPLA LTD,AMLODIPINE BESYLATE USP,2003,12
17033,17-Dec-03,CIPLA LTD,RAMIPRIL USP,2003,12
17034,16-Dec-03,QILU PHARMACEUTICAL CO LTD,ONDANSETRON HYDROCHLORIDE (NON-STERILE API),2003,12
17035,16-Dec-03,SCINOPHARM TAIWAN LTD,TOPIRAMATE USP,2003,12
17036,17-Dec-03,SPECGX LLC,DCI™-63 (IBUPROFEN USP 63%),2003,12
17037,17-Feb-04,CADILA HEALTHCARE LTD,TRAMADOL HYDROCHLORIDE USP,2004,2
17040,18-Dec-03,AMRI RENSSELAER INC,MAC321 DRUG SUBSTANCE,2003,12
17041,16-Dec-03,OLAINFARM JSC,ANAGRELIDE HYDROCHLORIDE,2003,12
17045,1-Dec-03,GUILIN HUIANG BIOCHEMISTRY PHARMACEUTICAL CO LTD,PACLITAXEL DRUG SUBSTANCE,2003,12
17046,23-Dec-03,CRYSTAL PHARMA SAU,BETAMETHASONE DIPROPIONATE,2003,12
17047,23-Dec-03,ORCHID PHARMA LTD,CEFUROXIME ACID,2003,12
17050,22-Dec-03,DIPHARMA FRANCIS SRL,CILOSTAZOL,2003,12
17055,19-Dec-03,CAMBREX CHARLES CITY INC,FENTANYL CITRATE USP ,2003,12
17059,19-Dec-03,FIS FABBRICA ITALIANA SINTETICI SPA,CMT,2003,12
17060,18-Dec-03,ZAKLADY FARMACEUTYCZNE POLPHARMA SA,CARVEDILOL,2003,12
17061,8-Dec-03,UQUIFA MEXICO SA DE CV,"CIPROFLOXACIN HYDROCHLORIDE, USP",2003,12
17063,29-Dec-03,SUVEN LIFE SCIENCES LTD,GABAPENTIN USP ,2003,12
17064,29-Dec-03,CIPLA LTD,RIVASTIGMINE TARTRATE USP ,2003,12
17067,31-Dec-03,SCINOPHARM TAIWAN LTD,LEVONORGESTREL USP,2003,12
17070,29-Dec-03,MOEHS IBERICA SL,AMLODIPINE BESILATE ,2003,12
17074,6-Jan-04,SUN PHARMACEUTICAL INDUSTRIES LTD,CITALOPRAM HYDROBROMIDE USP,2004,1
17076,25-Nov-03,EVERLIGHT CHEMICAL INDUSTRIAL CORP,MISOPROSTOL - HPMC 1% DISPERSION,2003,11
17084,12-Dec-03,PMC ISOCHEM,DIOSMINE,2003,12
17086,5-Jan-04,BUCHLER GMBH,"QUININE SULFATE, USP ",2004,1
17090,8-Jan-04,SUN PHARMACEUTICAL INDUSTRIES LTD,PANTOPRAZOLE SODIUM USP,2004,1
17093,14-Jan-04,CADILA PHARMACEUTICALS LTD,GLYBURIDE USP,2004,1
17098,12-Dec-03,CAMBREX PROFARMACO MILANO SRL,ZOLPIDEM TARTRATE,2003,12
17103,20-Jan-04,DR REDDYS LABORATORIES LTD,PANTOPRAZOLE SODIUM USP,2004,1
17106,14-Jan-04,ORCHID PHARMA LTD,CEFADROXIL,2004,1
17113,21-Jan-04,ASPEN OSS BV,HYDROXYPROGESTERONE CAPROATE ,2004,1
17114,19-Jan-04,SPECGX LLC,EXENATIDE ,2004,1
17117,23-Jan-04,LONZA INC,DEXMETHYLPHENIDATE HYDROCHLORIDE (DMP.HCL),2004,1
17118,26-Jan-04,TEVA PHARMACEUTICAL INDUSTRIES LTD,PANTOPRAZOLE SODIUM,2004,1
17122,29-Jan-04,DR REDDYS LABORATORIES LTD,QUETIAPINE FUMARATE USP,2004,1
17123,27-Jan-04,BIOCON BIOLOGICS INDIA LTD,HUMAN INSULIN-BULK (RDNA ORIGIN),2004,1
17128,28-Jan-04,HARMAN FINOCHEM LTD,ALLOPURINOL ,2004,1
17134,30-Jan-04,ORCHID PHARMA LTD,"CEFUROXIME AXETIL, AMORPHOUS",2004,1
17135,30-Jan-04,ORCHID PHARMA LTD,"CEFUROXIME AXETIL, CRYSTALLINE",2004,1
17136,30-Jan-04,RELIABLE BIOPHARMACEUTICAL LLC,FLUDARABINE PHOSPHATE,2004,1
